sid,sentence
1131,"Gentlemen of the free-and-easy sort, who plume themselves on being         acquainted with a move or two, and being usually equal to the         time-of-day, express the wide range of their capacity for adventure by         observing that they are good for anything from pitch-and-toss to         manslaughter;"
1132,"between which opposite extremes, no doubt, there lies a         tolerably wide and comprehensive range of subjects."
1133,"Without venturing         for Scrooge quite as hardily as this, I don’t mind calling on you         to believe that he was ready for a good broad field of strange         appearances, and that nothing between a baby and rhinoceros would have         astonished him very much."
1134,"Now, being prepared for almost anything, he was not by any means         prepared for nothing;"
1135,"and, consequently, when the Bell struck One, and         no shape appeared, he was taken with a violent fit of trembling."
1136,"Five         minutes, ten minutes, a quarter of an hour went by, yet nothing came. "
1137,"       All this time, he lay upon his bed, the very core and centre of a blaze         of ruddy light, which streamed upon it when the clock proclaimed the         hour;"
1138,"and which, being only light, was more alarming than a dozen         ghosts, as he was powerless to make out what it meant, or would be at; "
1139,"       and was sometimes apprehensive that he might be at that very moment an         interesting case of spontaneous combustion, without having the         consolation of knowing it."
1140,"At last, however, he began to think—as         you or I would have thought at first;"
1141,"for it is always the person not in         the predicament who knows what ought to have been done in it, and would         unquestionably have done it too—at last, I say, he began to think         that the source and secret of this ghostly light might be in the         adjoining room, from whence, on further tracing it, it seemed to shine. "
1142,"       This idea taking full possession of his mind, he got up softly and         shuffled in his slippers to the door."
1143,"The moment Scrooge’s hand was on the lock, a strange voice called         him by his name, and bade him enter."
1144,He obeyed.
1145,It was his own room.
1146,There was no doubt about that.
1147,But it had undergone         a surprising transformation.
1148,"The walls and ceiling were so hung with         living green, that it looked a perfect grove;"
1149,"from every part of which,         bright gleaming berries glistened."
1150,"The crisp leaves of holly, mistletoe,         and ivy reflected back the light, as if so many little mirrors had been         scattered there;"
1151,"and such a mighty blaze went roaring up the chimney, as         that dull petrification of a hearth had never known in Scrooge’s         time, or Marley’s, or for many and many a winter season gone. "
1152,"       Heaped up on the floor, to form a kind of throne, were turkeys, geese,         game, poultry, brawn, great joints of meat, sucking-pigs, long wreaths         of sausages, mince-pies, plum-puddings, barrels of oysters, red-hot         chestnuts, cherry-cheeked apples, juicy oranges, luscious pears, immense         twelfth-cakes, and seething bowls of punch, that made the chamber dim         with their delicious steam."
1153,"In easy state upon this couch, there sat a         jolly Giant, glorious to see;"
1154,"who bore a glowing torch, in shape not         unlike Plenty’s horn, and held it up, high up, to shed its light         on Scrooge, as he came peeping round the door."
1155,“Come in!”
1156,exclaimed the Ghost.
1157,“Come in!
1158,"and know me         better, man!”"
1159,"Scrooge entered timidly, and hung his head before this Spirit."
1160,He was         not the dogged Scrooge he had been;
1161,"and though the Spirit’s eyes         were clear and kind, he did not like to meet them."
1162,"“I am the Ghost of Christmas Present,” said the Spirit. "
1163,       “Look upon me!”
1164,Scrooge reverently did so.
